title,console,genre,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,overall,year
Art of Fighting (CD),NG,Fighting,SNK Corporation,,,,,,,1994-01-01,,,1994
Art of Fighting (PSP),PSN,Fighting,SNK Corporation,,,,,,,2011-01-18,,,2011
Art of Fighting 2,NG,Fighting,SNK Corporation,,,,,,,1994-03-11,,,1994
Art of Fighting 2,VC,Fighting,SNK Corporation,,,,,,,2008-07-28,,,2008
Art of Fighting 2 (CD),NG,Fighting,SNK Corporation,,,,,,,1994-01-01,,,1994
Art of Fighting: Ryuuko no Ken Gaiden,VC,Fighting,SNK Corporation,,,,,,,2011-08-23,2018-03-28,,2011
Art of Fighting: Ryuuko no Ken Gaiden (CD),NG,Fighting,SNK Corporation,,,,,,,1996-09-14,,,1996
Ashita no Joe,SNES,Fighting,K Amusement Leasing,,,,,,,1992-11-27,,,1992
Ashita no Joe Touchi: Typing Namida Hashi,PS2,Fighting,SunSoft,,,,,,,2001-03-29,,,2001
Ashita no Joe: Masseki ni Moe Agare!,GBA,Fighting,Konami,,,,,,,2003-12-04,,,2003
Ashita no Joe: Masshiro ni Moe Tsukiro!,PS2,Fighting,Konami,,,,,,,2003-12-04,,,2003
Astra Superstars,SAT,Fighting,SunSoft,,,,,,,1998-08-06,,,1998
Asuka 120% Excellent: Burning Fest. Excellent,PS,Fighting,Family Soft,,,,,,,1997-05-09,,,1997
Asuka 120% Excellent: Burning Fest. Excellent,PSN,Fighting,Family Soft,,,,,,,2011-02-09,,,2011
Asuka 120% Final: Burning Fest. Final,PSN,Fighting,Family Soft,,,,,,,2011-04-13,,,2011
Asuka 120% Final: Burning Fest. Final,PS,Fighting,Family Soft,,,,,,,1999-05-27,,,1999
Asuka 120% Limited: Burning Fest. Limited,PS,Fighting,Fill-In Cafe,,,,,,,1997-10-09,,,1997
Asuka 120% Maxima: Burning Fest. Maxima,PCE,Fighting,Fill-In Cafe,,,,,,,1995-07-28,,,1995
Asuka 120% Return: Burning Fest. Return,PC,Fighting,Family Soft,,,,,,,1999-09-24,,,1999
Asuka 120% Special: Burning Fest. Special,PSN,Fighting,Family Soft,,,,,,,2010-12-08,,,2010
Asuka 120% Special: Burning Fest. Special,PS,Fighting,Family Soft,,,,,,,1996-03-29,,,1996
Avatar Bowman 2,XBL,Fighting,Super Boise 2,,,,,,,2010-09-06,,,2010
Avatar Fighter,XBL,Fighting,Mr Brian,,,,,,,2011-03-20,,,2011
Avatar Fighter Online,XBL,Fighting,Bwoot Games,,,,,,,2011-09-21,,,2011
Avatar Showdown,XBL,Fighting,JForce Games,,,,,,,,,,
Bakegyamon: Ayakashi Fighting,DS,Fighting,Takara Tomy,,,,,,,2007-03-01,,,2007
Bakumatsu Rouman Dai Ni Maku: Gekka no Kenshi (CD),NG,Fighting,SNK Corporation,,,,,,,1999-02-27,,,1999
Bakumatsu Rouman: Gekka no Kenshi,PS,Fighting,SNK Corporation,,,,,,,1999-02-25,,,1999
Bakumatsu Rouman: Gekka no Kenshi 1-2,PS2,Fighting,SNK Playmore Corporation,,,,,,,2006-01-12,,,2006
Ballz 3D,SNES,Fighting,PF.Magic,,,,,,,1994-11-01,,,1994
Ballz 3D,GEN,Fighting,PF.Magic,,,,,,,1994-01-01,,,1994
Ballz: The Director's Cut,3DO,Fighting,PF.Magic,,,,,,,1995-01-01,,,1995
Barbarian,GBA,Fighting,Titus Software,,,,,,,,,,
Barbarian,GC,Fighting,Saffire Corporation,,,,,,,2004-01-01,,,2004
Barbarian,XB,Fighting,Avalon Interactive,,,,,,,,,,
Batman Forever,SNES,Fighting,Probe Entertainment Limited,,,,,,,1995-10-26,,,1995
Battle Arena Nitoshinden,PS,Fighting,Tamsoft,,,,,,,1996-09-20,,,1996
Battle Arena Toshinden,PC,Fighting,Digital Dialect,,,,,,,1996-04-30,,,1996
Battle Arena Toshinden,GB,Fighting,Takara,,,,,,,1996-11-01,,,1996
Battle Arena Toshinden 2,PC,Fighting,Tamsoft,,,,,,,1997-01-01,,,1997
Battle Arena Toshinden 2 Plus,PS,Fighting,Tamsoft,,,,,,,1996-08-09,,,1996
Battle Beast,PC,Fighting,7th Level,,,,,,,1995-01-01,,,1995
Battle Blaze,SNES,Fighting,Sammy Studios,,,,,,,1993-12-01,,,1993
Battle Crusher,GB,Fighting,Banpresto,,,,,,,1995-01-27,,,1995
Battle Fantasia,PSN,Fighting,Arc System Works,,,,,,,2009-12-22,,,2009
Battle Heat,PCFX,Fighting,Hudson Soft,,,,,,,1994-12-23,,,1994
Battle Master: Kyuukyoku no Senshitachi,SNES,Fighting,System Vision,,,,,,,1993-11-19,,,1993
